"","ID","Name","Industry","Inception","Employees","State","City","Revenue","Expenses","Profit","Growth"
"1179",1179,"Rawfishcomplete","IT Services","2014",439,"CA","Newark",5925746,4755996,1169750,85
"1180",1180,"Buretteadmirable","Health","2015",425,"ME","San Antonio",18280955,5152111,13128844,19
"1181",1181,"Inventtremendous","IT Services","2022",137,"MN","Herndon",18934854,1387785,17547069,86
"1182",1182,"Overviewparrot","Software","2022",348,"TX","Chicago",4416893,689162,3727731,41
"1183",1183,"Belaguerra","IT Services","2012",156,"MI","Minneapolis",4305269,1130702,3174567,84
"1184",1184,"Allpossible","Construction","2019",280,"CA","Kittery",5901985,804037,5097948,8
"1185",1185,"Comparejson","Financial Services","2022",138,"WI","San Diego",7535949,1044377,6491572,9
"1186",1186,"Pickledcanoeing","IT Services","2020",313,"OH","Jackson",16057720,4631810,11425910,79
"1187",1187,"Assurehelp","Software","2013",410,"PA","North Charleston",18971650,4374843,14596807,60
"1188",1188,"Shrimpssecurity","Retail","2019",55,"NV","Tampa",1224677,4626277,-3401600,15
"1189",1189,"Rawfishcomplete","Financial Services","2014",411,"NC","Chapel Hill",12170244,2127986,10042258,11
"1190",1190,"Buretteadmirable","Health","2008",404,"VA","Chesapeake",17706660,12991157,4715503,17
"1191",1191,"Inventtremendous","Financial Services","2022",368,"MD","Chesapeake",19645846,6482467,13163379,14
"1192",1192,"Overviewparrot","Financial Services","2010",381,"TX","Dallas",14622954,916457,13706497,13
"1193",1193,"Belaguerra","Construction","2019",192,"IL","Woodbine",9167874,7591191,1576683,24
"1194",1194,"Allpossible","Health","2012",43,"OH","Roswell",1829493,7429379,-5599886,12
"1195",1195,"Comparejson","IT Services","2018",219,"MN","Orlando",13255693,7435365,5820328,84
"1196",1196,"Pickledcanoeing","IT Services","2020",324,"DC","San Diego",13784679,5470305,8314374,62
"1197",1197,"Assurehelp","Financial Services","2005",414,"CA","Montgomery",8624721,6249500,2375221,10
"1198",1198,"Shrimpssecurity","Software","2007",367,"ME","Oklahoma City",11469741,3878115,7591626,48
"1199",1199,"Rawfishcomplete","Software","2014",383,"MN","Glen Allen",14905274,12897667,2007607,42
"1200",1200,"Buretteadmirable","Health","2019",210,"TX","Golden Valley",4456204,5635278,-1179074,16
"1201",1201,"Inventtremendous","IT Services","2021",460,"MI","Westchester",19075218,4762321,14312897,68
"1202",1202,"Overviewparrot","Software","2016",256,"CA","Warren",1924546,6196411,-4271865,55
"1203",1203,"Belaguerra","Health","2009",361,"WI","Columbus",2238151,5686576,-3448425,4
"1204",1204,"Allpossible","Government Services","2019",418,"OH","Encino",1332077,7567235,-6235158,7
"1205",1205,"Comparejson","Software","2010",176,"PA","Pasadena",17573307,4365514,13207793,57
"1206",1206,"Pickledcanoeing","Health","2014",189,"NV","Addison",4028167,7019975,-2991808,4
"1207",1207,"Assurehelp","Health","2022",177,"NC","Orlando",5820488,2910758,2909730,10
"1208",1208,"Shrimpssecurity","IT Services","2016",313,"VA","Spring Hill",16621043,7731822,8889221,81
"1209",1209,"Rawfishcomplete","Health","2010",135,"MD","Houston",9097812,7439386,1658426,0
"1210",1210,"Buretteadmirable","IT Services","2011",92,"TX","Moorestown",5715201,2388523,3326678,67
"1211",1211,"Inventtremendous","Financial Services","2015",309,"IL","Ashburn",13620839,3560345,10060494,6
"1212",1212,"Overviewparrot","Health","2018",478,"OH","Dallas",10076736,2394137,7682599,21
"1213",1213,"Belaguerra","IT Services","2010",202,"MN","Sterling",2364247,810128,1554119,60
"1214",1214,"Allpossible","Retail","2021",60,"DC","Annapolis",4796716,4682547,114169,13
"1215",1215,"Comparejson","Health","2021",410,"CA","New York",9090302,374818,8715484,26
"1216",1216,"Pickledcanoeing","Government Services","2010",118,"ME","Walnut",14986518,4917353,10069165,12
"1217",1217,"Assurehelp","Construction","2010",438,"MN","Plano",10667678,3685642,6982036,16
"1218",1218,"Shrimpssecurity","Software","2019",292,"TX","Stafford",18844082,223604,18620478,64
"1219",1219,"Rawfishcomplete","IT Services","2022",455,"MI","Scarsdale",4659624,2445887,2213737,66
"1220",1220,"Buretteadmirable","IT Services","2005",495,"CA","Greensboro",3713563,4437657,-724094,83
"1221",1221,"Inventtremendous","Financial Services","2009",367,"WI","Coronado",18453464,4781282,13672182,12
"1222",1222,"Overviewparrot","IT Services","2015",377,"OH","Framingham",5919127,1415314,4503813,90
"1223",1223,"Belaguerra","Software","2005",416,"PA","Huntsville",13698513,6759245,6939268,64
"1224",1224,"Allpossible","Financial Services","2008",44,"NV","Scottsdale",4319346,7221160,-2901814,11
"1225",1225,"Comparejson","Government Services","2013",266,"NC","Omaha",2744177,461977,2282200,14
"1226",1226,"Pickledcanoeing","IT Services","2008",115,"VA","Sterling",458459,12540880,-12082421,86
"1227",1227,"Assurehelp","IT Services","2010",213,"MD","Boston",1404105,6561023,-5156918,88
"1228",1228,"Shrimpssecurity","IT Services","2005",115,"TX","Willow Grove",7450344,4273209,3177135,79
"1229",1229,"Rawfishcomplete","IT Services","2009",404,"IL","Rockville",4684353,6344374,-1660021,65
"1230",1230,"Buretteadmirable","Health","2014",459,"OH","Canton",18643017,6782079,11860938,6
"1231",1231,"Inventtremendous","Retail","2010",59,"MN","Independence",5004913,1097355,3907558,13
"1232",1232,"Overviewparrot","Financial Services","2019",457,"DC","Irmo",16047455,5873668,10173787,8
"1233",1233,"Belaguerra","IT Services","2011",301,"CA","Sterling",19521071,4837190,14683881,82
"1234",1234,"Allpossible","Financial Services","2008",41,"ME","Hanover",5024415,1455583,3568832,7
"1235",1235,"Comparejson","Health","2021",39,"MN","Cincinnati",3726615,6968476,-3241861,4
"1236",1236,"Pickledcanoeing","Retail","2022",294,"TX","San Luis Obispo",3786618,4498101,-711483,12
"1237",1237,"Assurehelp","IT Services","2016",17,"MI","Boston",9873379,3291058,6582321,81
"1238",1238,"Shrimpssecurity","Health","2009",119,"CA","Bellevue",3110294,8350915,-5240621,8
"1239",1239,"Rawfishcomplete","Retail","2009",175,"WI","Atlanta",547835,2632249,-2084414,15
"1240",1240,"Buretteadmirable","Health","2009",61,"OH","Fort Worth",2563402,3162907,-599505,24
"1241",1241,"Inventtremendous","Government Services","2013",83,"PA","Minnetonka",4933225,1412144,3521081,10
"1242",1242,"Overviewparrot","IT Services","2022",364,"NV","Annapolis",14799501,2544309,12255192,67
"1243",1243,"Belaguerra","IT Services","2005",18,"NC","Washington",1512253,6089132,-4576879,89
"1244",1244,"Allpossible","Financial Services","2006",398,"VA","Falls Church",13824672,5667427,8157245,11
"1245",1245,"Comparejson","IT Services","2020",308,"MD","Richmond",9638296,7703654,1934642,78
"1246",1246,"Pickledcanoeing","IT Services","2005",256,"TX","Cranbury",7594150,9860688,-2266538,83
"1247",1247,"Assurehelp","Financial Services","2022",3,"IL","Stafford",8176764,4206342,3970422,6
"1248",1248,"Shrimpssecurity","Health","2011",361,"OH","Columbia",2651556,4069683,-1418127,24
"1249",1249,"Rawfishcomplete","Health","2016",487,"MN","South Jordan",11697023,4117104,7579919,11
"1250",1250,"Buretteadmirable","Financial Services","2018",235,"DC","Pembroke Pines",12520535,2772161,9748374,7
"1251",1251,"Inventtremendous","Government Services","2013",248,"CA","Falls Church",1196473,1885812,-689339,13
"1252",1252,"Overviewparrot","IT Services","2014",238,"ME","Worley",13393453,2379905,11013548,74
"1253",1253,"Belaguerra","IT Services","2015",220,"MN","Apopka",4280150,4474649,-194499,71
"1254",1254,"Allpossible","Health","2015",347,"TX","Anderson",1306224,5973656,-4667432,2
"1255",1255,"Comparejson","IT Services","2019",464,"MI","Jacksonville",17096662,4082938,13013724,66
"1256",1256,"Pickledcanoeing","Retail","2012",291,"CA","Louisville",17075534,6042547,11032987,12
"1257",1257,"Assurehelp","IT Services","2016",169,"WI","Reston",16044450,3101954,12942496,64
"1258",1258,"Shrimpssecurity","Financial Services","2016",485,"OH","Tampa",6546926,3944879,2602047,12
"1259",1259,"Rawfishcomplete","IT Services","2014",303,"PA","Baltimore",16263153,594700,15668453,69
"1260",1260,"Buretteadmirable","Health","2014",165,"NV","Reston",16528294,2958883,13569411,4
"1261",1261,"Inventtremendous","Construction","2015",216,"NC","Salt Lake City",14847608,2364777,12482831,12
"1262",1262,"Overviewparrot","Health","2013",212,"VA","Rutherford",17401586,2494386,14907200,22
"1263",1263,"Belaguerra","Retail","2016",224,"MD","Sterling Heights",13964171,2359226,11604945,14
"1264",1264,"Allpossible","Retail","2009",458,"TX","Boston",14815551,8763556,6051995,11
"1265",1265,"Comparejson","Health","2019",255,"IL","Rockville",9309721,5975970,3333751,4
"1266",1266,"Pickledcanoeing","Government Services","2013",223,"OH","North Hollywood",19150497,2785801,16364696,5
"1267",1267,"Assurehelp","Software","2018",200,"SFO","San Francisco",10802762,3476283,7326479,62
"1268",1268,"Shrimpssecurity","IT Services","2012",471,"DC","Edina",18448770,5536777,12911993,78
"1269",1269,"Rawfishcomplete","Retail","2011",114,"CA","Broomfield",5778201,7119418,-1341217,11
"1270",1270,"Buretteadmirable","IT Services","2007",424,"ME","Atlanta",14782571,5170149,9612422,82
"1271",1271,"Inventtremendous","Software","2006",113,"MN","Redwood City",16346427,5654474,10691953,59
"1272",1272,"Overviewparrot","IT Services","2022",297,"TX","El Cajon",4385569,3656516,729053,72
"1273",1273,"Belaguerra","Financial Services","2020",156,"MI","Hilton Head Island",6358061,5898204,459857,13
"1274",1274,"Allpossible","Construction","2014",79,"CA","Boardman",8080630,2837225,5243405,1
"1275",1275,"Comparejson","IT Services","2017",233,"WI","Medford",6874294,4600158,2274136,69
"1276",1276,"Pickledcanoeing","Financial Services","2016",347,"OH","Charlotte",15529469,3538669,11990800,9
"1277",1277,"Assurehelp","Health","2012",118,"PA","Norwalk",1795854,3840146,-2044292,0
"1278",1278,"Shrimpssecurity","IT Services","2015",59,"NV","Chantilly",6886654,7950353,-1063699,61
"1279",1279,"Rawfishcomplete","Health","2014",225,"NC","Centerville",2240048,5879733,-3639685,16
"1280",1280,"Buretteadmirable","IT Services","2016",233,"VA","Savage",1440015,6212851,-4772836,73
"1281",1281,"Inventtremendous","IT Services","2015",294,"MD","Westbury",3879028,7427042,-3548014,90
"1282",1282,"Overviewparrot","Health","2016",393,"TX","Austin",19843704,5173906,14669798,26
"1283",1283,"Belaguerra","IT Services","2006",66,"IL","Denver",6193945,3772944,2421001,61
"1284",1284,"Allpossible","Government Services","2012",317,"OH","Maitland",11349481,5637044,5712437,9
"1285",1285,"Comparejson","Retail","2021",334,"MN","Edison",510352,1323007,-812655,11
"1286",1286,"Pickledcanoeing","Software","2022",225,"DC","Rockland",6629566,444964,6184602,60
"1287",1287,"Assurehelp","Government Services","2022",27,"CA","Coventry",7915556,2439139,5476417,15
"1288",1288,"Shrimpssecurity","Health","2014",205,"ME","Summerfield",14525611,6903336,7622275,26
"1289",1289,"Rawfishcomplete","IT Services","2009",354,"MN","Medley",13667977,1040664,12627313,89
"1290",1290,"Buretteadmirable","Software","2009",70,"TX","Tinley Park",4729972,777733,3952239,41
"1291",1291,"Inventtremendous","Construction","2007",379,"MI","Denver",11554919,3692984,7861935,8
"1292",1292,"Overviewparrot","Health","2020",294,"CA","Santa Ana",610375,7727399,-7117024,3
"1293",1293,"Belaguerra","Government Services","2016",78,"WI","Chantilly",9417707,3147931,6269776,14
"1294",1294,"Allpossible","Software","2007",48,"OH","San Antonio",5016175,5669860,-653685,40
"1295",1295,"Comparejson","Construction","2021",178,"PA","Bellwood",5011742,4666919,344823,23
"1296",1296,"Pickledcanoeing","Software","2009",229,"NV","Downers Grove",4857746,1261503,3596243,58
"1297",1297,"Assurehelp","IT Services","2016",312,"NC","Memphis",14392047,628141,13763906,70
"1298",1298,"Shrimpssecurity","Software","2018",261,"VA","Mount Pleasant",1500231,5947866,-4447635,64
"1299",1299,"Rawfishcomplete","IT Services","2014",233,"MD","San Diego",8567614,1392919,7174695,70
"1300",1300,"Buretteadmirable","Health","2009",276,"TX","St. Louis",9789644,4274360,5515284,5
"1301",1301,"Inventtremendous","IT Services","2005",438,"IL","Woodstock",13747432,1875022,11872410,67
"1302",1302,"Overviewparrot","Financial Services","2008",301,"OH","Reston",4748927,1453321,3295606,5
"1303",1303,"Belaguerra","Software","2021",225,"MN","Iselin",9376782,3802972,5573810,48
"1304",1304,"Allpossible","Retail","2021",398,"DC","Burnsville",16325525,1639882,14685643,10
"1305",1305,"Comparejson","Construction","2009",337,"CA","Austin",19785987,5327160,14458827,11
"1306",1306,"Pickledcanoeing","Financial Services","2013",329,"ME","Portland",15432349,3513211,11919138,12
"1307",1307,"Assurehelp","Health","2009",249,"MN","Ashburn",13001112,989658,12011454,24
"1308",1308,"Shrimpssecurity","Health","2019",213,"TX","Nashville",11576592,6523003,5053589,10
"1309",1309,"Rawfishcomplete","Software","2011",251,"MI","Minneapolis",4647748,5541104,-893356,43
"1310",1310,"Buretteadmirable","Construction","2008",404,"CA","Chantilly",11876621,3351687,8524934,20
"1311",1311,"Inventtremendous","Construction","2013",436,"WI","Westlake",17421169,6001116,11420053,1
"1312",1312,"Overviewparrot","Construction","2005",250,"OH","Lewisville",14347430,4897148,9450282,22
"1313",1313,"Belaguerra","Health","2011",279,"PA","Irving",15578606,6294267,9284339,16
"1314",1314,"Allpossible","Health","2006",327,"NV","Omaha",9999958,1117208,8882750,25
"1315",1315,"Comparejson","Construction","2022",492,"NC","Norwalk",4141615,5608637,-1467022,6
"1316",1316,"Pickledcanoeing","Retail","2021",205,"VA","Littleton",8229814,4916739,3313075,12
"1317",1317,"Assurehelp","Government Services","2011",99,"MD","Charlotte",2543901,2758418,-214517,14
"1318",1318,"Shrimpssecurity","Government Services","2017",406,"TX","Rochester Hills",15268357,2163838,13104519,6
"1319",1319,"Rawfishcomplete","Health","2018",176,"IL","Sterling",15116618,5796077,9320541,2
"1320",1320,"Buretteadmirable","IT Services","2013",233,"OH","Arvada",4806604,5788686,-982082,61
"1321",1321,"Inventtremendous","Financial Services","2014",335,"MN","Schaumburg",13657355,3250702,10406653,13
"1322",1322,"Overviewparrot","IT Services","2016",118,"DC","Bakersfield",19670524,2753446,16917078,78
"1323",1323,"Belaguerra","Financial Services","2020",33,"CA","Roswell",7580737,5624602,1956135,5
"1324",1324,"Allpossible","Financial Services","2022",295,"ME","Boca Raton",8019254,5705849,2313405,10
"1325",1325,"Comparejson","IT Services","2012",178,"MN","New York",13406130,3263196,10142934,78
"1326",1326,"Pickledcanoeing","Software","2007",264,"TX","Trenton",1225894,5383017,-4157123,54
"1327",1327,"Assurehelp","Software","2007",388,"MI","Oakbrook Terrace",13641542,4489465,9152077,50
"1328",1328,"Shrimpssecurity","IT Services","2012",200,"CA","Lombard",17872085,7693565,10178520,78
"1329",1329,"Rawfishcomplete","Construction","2018",407,"WI","Atlanta",10023403,4434903,5588500,27
"1330",1330,"Buretteadmirable","Government Services","2012",458,"OH","Corona",13583505,1498327,12085178,12
"1331",1331,"Inventtremendous","Health","2007",46,"PA","New York",2509567,405047,2104520,24
"1332",1332,"Overviewparrot","Software","2018",84,"NV","Troy",6664174,4097493,2566681,53
"1333",1333,"Belaguerra","Construction","2019",215,"NC","Hendersonville",15978459,8653820,7324639,2
"1334",1334,"Allpossible","Retail","2020",475,"VA","Tysons Corner",12783083,847472,11935611,15
"1335",1335,"Comparejson","Software","2019",258,"MD","Naples",3803217,3517342,285875,56
"1336",1336,"Pickledcanoeing","Software","2008",209,"TX","San Antonio",11020986,3454721,7566265,43
"1337",1337,"Assurehelp","Software","2016",141,"IL","New York",9127620,7705077,1422543,62
"1338",1338,"Shrimpssecurity","Retail","2008",292,"OH","Columbia",8911201,5611402,3299799,14
"1339",1339,"Rawfishcomplete","Health","2019",471,"MN","Chicago",6995368,2093540,4901828,15
"1340",1340,"Buretteadmirable","Construction","2022",109,"DC","Austin",6971300,5213753,1757547,17
"1341",1341,"Inventtremendous","IT Services","2005",317,"CA","Austin",14207218,5595185,8612033,72
"1342",1342,"Overviewparrot","IT Services","2021",432,"ME","Los Angeles",13151497,2286094,10865403,70
"1343",1343,"Belaguerra","IT Services","2014",455,"MN","San Bernardino",13801564,5835475,7966089,83
"1344",1344,"Allpossible","Financial Services","2009",266,"TX","Norcross",7795633,1320671,6474962,8
"1345",1345,"Comparejson","Financial Services","2015",441,"MI","Lake Oswego",3702376,5240166,-1537790,13
"1346",1346,"Pickledcanoeing","Financial Services","2014",69,"CA","Austin",8790643,5863892,2926751,8
"1347",1347,"Assurehelp","Government Services","2013",19,"WI","Oxnard",9894529,7543899,2350630,14
"1348",1348,"Shrimpssecurity","Health","2022",369,"OH","Irvine",4965861,5232915,-267054,5
"1349",1349,"Rawfishcomplete","Health","2015",342,"PA","Hawthorne",9345172,5649635,3695537,24
"1350",1350,"Buretteadmirable","Software","2019",198,"NV","Denver",13391572,2973759,10417813,50
"1351",1351,"Inventtremendous","Construction","2008",343,"NC","Houston",11177365,5204076,5973289,10
"1352",1352,"Overviewparrot","Government Services","2013",317,"VA","Bethesda",4009135,2153037,1856098,9
"1353",1353,"Belaguerra","Construction","2014",439,"MD","San Antonio",2936146,6773402,-3837256,12
"1354",1354,"Allpossible","IT Services","2014",284,"TX","Woodstock",12102921,4175334,7927587,87
"1355",1355,"Comparejson","Retail","2018",375,"IL","Tucson",19753005,125637,19627368,15
"1356",1356,"Pickledcanoeing","Software","2015",356,"OH","Greenbelt",19230131,3093399,16136732,44
"1357",1357,"Assurehelp","IT Services","2017",95,"MN","Chandler",5874783,1232982,4641801,65
"1358",1358,"Shrimpssecurity","Government Services","2006",230,"DC","Carlsbad",14204421,1367680,12836741,10
"1359",1359,"Rawfishcomplete","Retail","2011",366,"CA","Reston",4253812,7802237,-3548425,14
"1360",1360,"Buretteadmirable","Software","2020",479,"ME","Lindon",8419606,5999662,2419944,62
"1361",1361,"Inventtremendous","Government Services","2013",369,"MN","Houston",13895709,6235330,7660379,11
"1362",1362,"Overviewparrot","Government Services","2009",251,"TX","Herndon",6661923,6751234,-89311,10
"1363",1363,"Belaguerra","IT Services","2020",171,"MI","Minneapolis",14013054,3436062,10576992,62
"1364",1364,"Allpossible","Financial Services","2007",314,"CA","Lehi",7506928,2466044,5040884,9
"1365",1365,"Comparejson","Health","2005",388,"WI","Washington",1543376,1130702,412674,18
"1366",1366,"Pickledcanoeing","Construction","2017",35,"OH","Columbus",4338572,804037,3534535,23
"1367",1367,"Assurehelp","Construction","2020",149,"PA","Houston",8655873,1044377,7611496,1
"1368",1368,"Shrimpssecurity","Retail","2005",354,"NV","Highlands Ranch",9666408,4631810,5034598,10
"1369",1369,"Rawfishcomplete","Health","2015",118,"NC","Fort Lauderdale",14551087,4374843,10176244,26
"1370",1370,"Buretteadmirable","Financial Services","2005",269,"VA","New York",19601177,4626277,14974900,8
"1371",1371,"Inventtremendous","Retail","2008",485,"MD","Alpharetta",10613264,2127986,8485278,15
"1372",1372,"Overviewparrot","Health","2010",111,"TX","Scottsdale",12141672,12540880,-399208,0
"1373",1373,"Belaguerra","Construction","2018",387,"IL","Humble",16524029,6482467,10041562,11
"1374",1374,"Allpossible","Financial Services","2006",446,"OH","Whitestone",14475132,916457,13558675,14
"1375",1375,"Comparejson","Health","2010",176,"MN","Brooklyn",6924030,7591191,-667161,11
"1376",1376,"Pickledcanoeing","Health","2017",448,"DC","Nashville",15545524,7429379,8116145,7
"1377",1377,"Assurehelp","Construction","2010",207,"CA","Las Vegas",1830126,7435365,-5605239,9
"1378",1378,"Shrimpssecurity","Health","2022",232,"ME","Mauldin",17269642,5470305,11799337,21
"1379",1379,"Rawfishcomplete","IT Services","2022",20,"MN","New York",2388714,6249500,-3860786,63
"1380",1380,"Buretteadmirable","IT Services","2020",176,"TX","Denver",8728270,3878115,4850155,63
"1381",1381,"Inventtremendous","IT Services","2008",92,"MI","Woodstock",3441236,11021265,-7580029,64
"1382",1382,"Overviewparrot","Government Services","2006",248,"CA","Commerce Township",4633037,5635278,-1002241,11
"1383",1383,"Belaguerra","Government Services","2012",85,"WI","Huntington Beach",2593066,4762321,-2169255,14
"1384",1384,"Allpossible","Software","2020",103,"OH","Bethesda",1050044,6196411,-5146367,47
"1385",1385,"Comparejson","Software","2009",155,"PA","Philadelphia",8282601,5686576,2596025,49
"1386",1386,"Pickledcanoeing","Retail","2012",361,"NV","Suwanee",12801663,7567235,5234428,15
"1387",1387,"Assurehelp","Health","2006",302,"NC","Memphis",3021459,4365514,-1344055,2
"1388",1388,"Shrimpssecurity","IT Services","2014",6,"VA","Allentown",2949858,7019975,-4070117,78
"1389",1389,"Rawfishcomplete","Software","2022",217,"MD","Reston",5601682,2910758,2690924,52
"1390",1390,"Buretteadmirable","Software","2011",492,"TX","Nashville",5618891,7731822,-2112931,50
"1391",1391,"Inventtremendous","Financial Services","2007",202,"IL","Phoenix",436378,7439386,-7003008,8
"1392",1392,"Overviewparrot","Government Services","2016",17,"OH","West Des Moines",7718620,2388523,5330097,15
"1393",1393,"Belaguerra","IT Services","2020",29,"MN","Marietta",9571246,3560345,6010901,62
"1394",1394,"Allpossible","Retail","2007",351,"DC","Alexandria",4138603,2394137,1744466,15
"1395",1395,"Comparejson","Health","2005",399,"CA","Nashville",2355417,810128,1545289,26
"1396",1396,"Pickledcanoeing","Software","2016",494,"ME","Minneapolis",17146065,4682547,12463518,41
"1397",1397,"Assurehelp","Government Services","2007",332,"MN","Deerfield Beach",16076942,374818,15702124,5
"1398",1398,"Shrimpssecurity","Financial Services","2014",245,"TX","Erlanger",8400528,4917353,3483175,15
"1399",1399,"Rawfishcomplete","Construction","2011",40,"MI","Roseville",3012482,3685642,-673160,5
"1400",1400,"Buretteadmirable","Software","2017",73,"CA","Houston",4768975,223604,4545371,60
"1401",1401,"Inventtremendous","Health","2017",282,"WI","Sunrise",12819765,2445887,10373878,12
"1402",1402,"Overviewparrot","Retail","2012",29,"OH","Falls Church",3523087,4437657,-914570,11
"1403",1403,"Belaguerra","Retail","2011",203,"PA","El Segundo",3691707,4781282,-1089575,13
"1404",1404,"Allpossible","Government Services","2006",388,"NV","Melville",1668066,1415314,252752,11
"1405",1405,"Comparejson","Software","2020",302,"NC","atlanta",14864508,6759245,8105263,58
"1406",1406,"Pickledcanoeing","Health","2015",37,"VA","Ontario",4888455,7221160,-2332705,10
"1407",1407,"Assurehelp","IT Services","2008",355,"MD","Tampa",5854907,461977,5392930,81
"1408",1408,"Shrimpssecurity","Health","2009",379,"TX","Portland",15957854,12897667,3060187,4
"1409",1409,"Rawfishcomplete","IT Services","2020",361,"IL","Greenbelt",9814904,6561023,3253881,77
"1410",1410,"Buretteadmirable","Software","2011",155,"OH","Tampa",9659443,4273209,5386234,44
"1411",1411,"Inventtremendous","Construction","2010",167,"MN","Niagara Falls",8518999,6344374,2174625,11
"1412",1412,"Overviewparrot","Software","2021",135,"DC","Kentwood",15773061,6782079,8990982,63
"1413",1413,"Belaguerra","Software","2010",255,"CA","Bridgeview",9527673,1097355,8430318,65
"1414",1414,"Allpossible","Financial Services","2016",143,"ME","Columbus",9770416,5873668,3896748,14
"1415",1415,"Comparejson","IT Services","2014",308,"MN","Latham",3002958,4837190,-1834232,73
"1416",1416,"Pickledcanoeing","IT Services","2013",162,"TX","Carrollton",6743868,1455583,5288285,66
"1417",1417,"Assurehelp","Health","2006",94,"MI","St. Louis",1313669,6968476,-5654807,6
"1418",1418,"Shrimpssecurity","IT Services","2008",321,"CA","Dallas",5310977,4498101,812876,64
"1419",1419,"Rawfishcomplete","IT Services","2013",461,"WI","New York",8370492,3291058,5079434,81
"1420",1420,"Buretteadmirable","Software","2008",416,"OH","Shillington",11968845,8350915,3617930,64
"1421",1421,"Inventtremendous","Health","2018",54,"PA","Plano",7764214,2632249,5131965,15
"1422",1422,"Overviewparrot","Government Services","2012",291,"NV","Oklahoma City",7572542,3162907,4409635,11
"1423",1423,"Belaguerra","Software","2022",123,"NC","Kennesaw",2221240,1412144,809096,59
"1424",1424,"Allpossible","Software","2005",121,"VA","Cleveland",2791015,2544309,246706,47
"1425",1425,"Comparejson","Construction","2012",412,"MD","Jamestown",11537532,6089132,5448400,1
"1426",1426,"Pickledcanoeing","Software","2019",332,"TX","Allentown",3335645,5667427,-2331782,44
"1427",1427,"Assurehelp","Health","2020",129,"IL","Tampa",16756159,7703654,9052505,10
"1428",1428,"Shrimpssecurity","Government Services","2005",441,"OH","Santa Clara",16272184,9860688,6411496,13
"1429",1429,"Rawfishcomplete","Software","2007",39,"MN","Herndon",4867305,4206342,660963,56
"1430",1430,"Buretteadmirable","Health","2018",94,"DC","Chicago",2792199,4069683,-1277484,20
"1431",1431,"Inventtremendous","Software","2012",401,"CA","Madison",9475827,4117104,5358723,56
"1432",1432,"Overviewparrot","Construction","2011",318,"ME","Coeur d Alene",10191382,2772161,7419221,10
"1433",1433,"Belaguerra","Construction","2019",260,"MN","Minneapolis",2417896,1885812,532084,25
"1434",1434,"Allpossible","Software","2018",105,"TX","Lehi",4321165,2379905,1941260,64
"1435",1435,"Comparejson","IT Services","2008",159,"MI","Glen Allen",12362578,4474649,7887929,67
"1436",1436,"Pickledcanoeing","IT Services","2022",369,"CA","Denver",12971189,5973656,6997533,67
"1437",1437,"Assurehelp","Software","2015",472,"WI","Santa Clara",8301990,4082938,4219052,50
"1438",1438,"Shrimpssecurity","Software","2010",432,"OH","Sarasota",19874717,6042547,13832170,64
"1439",1439,"Rawfishcomplete","Software","2015",394,"PA","Bellevue",2138359,3101954,-963595,42
"1440",1440,"Buretteadmirable","Software","2018",327,"NV","Orlando",6376619,3944879,2431740,57
"1441",1441,"Inventtremendous","IT Services","2006",444,"NC","Mansfield",6964064,594700,6369364,77
"1442",1442,"Overviewparrot","IT Services","2016",22,"VA","Bethesda",2023133,2958883,-935750,69
"1443",1443,"Belaguerra","Health","2022",418,"MD","Fort Worth",1811102,2364777,-553675,25
"1444",1444,"Allpossible","IT Services","2017",204,"TX","San Diego",14723406,2494386,12229020,75
"1445",1445,"Comparejson","IT Services","2015",50,"IL","Columbus",3686239,2359226,1327013,63
"1446",1446,"Pickledcanoeing","Government Services","2014",131,"OH","Durham",16621413,8763556,7857857,9
"1447",1447,"Assurehelp","Government Services","2007",108,"MN","North Wales",6460061,5975970,484091,13
"1448",1448,"Shrimpssecurity","Financial Services","2015",382,"DC","Nashville",617281,2785801,-2168520,11
"1449",1449,"Rawfishcomplete","IT Services","2010",62,"CA","South Plainfield",7006134,3476283,3529851,86
"1450",1450,"Buretteadmirable","Retail","2008",158,"ME","Cambridge",14559373,5536777,9022596,12
"1451",1451,"Inventtremendous","Financial Services","2017",228,"MN","Boca Raton",917593,7119418,-6201825,10
"1452",1452,"Overviewparrot","Retail","2007",403,"TX","Rockville",13994335,5170149,8824186,11
"1453",1453,"Belaguerra","Software","2019",222,"MI","Rolling Meadows",8061347,5654474,2406873,63
"1454",1454,"Allpossible","Software","2016",178,"CA","Haltom City",699768,3656516,-2956748,60
"1455",1455,"Comparejson","IT Services","2009",419,"WI","Huntsville",9399481,5898204,3501277,68
"1456",1456,"Pickledcanoeing","Software","2019",287,"OH","Springfield",13569749,2837225,10732524,60
"1457",1457,"Assurehelp","Construction","2007",310,"PA","Weston",6856705,4600158,2256547,23
"1458",1458,"Shrimpssecurity","IT Services","2014",77,"NV","Tampa",2490890,3538669,-1047779,60
"1459",1459,"Rawfishcomplete","Government Services","2012",94,"NC","St. Louis",3091311,3840146,-748835,11
"1460",1460,"Buretteadmirable","Software","2019",183,"VA","Carrollton",1423368,7950353,-6526985,46
"1461",1461,"Inventtremendous","Software","2020",227,"MD","Tulsa",15829149,5879733,9949416,50
"1462",1462,"Overviewparrot","Software","2008",152,"TX","Davidson",1803632,6212851,-4409219,65
"1463",1463,"Belaguerra","Software","2021",47,"IL","Westfield",7460433,7427042,33391,59
